ID_ASIGNATURA,NOMBRE,CREDITOS,HORAS,DEPARTAMENTO,OFICIAL
510,INSTRUMENTACION,8,4,,1
513,TECNICAS DE PROGRAMACION,8,4,,1
526,CIRCUITOS DIGITALES,10,5,,1
530,ANALISIS Y DISEÑO DE REDES DE DATOS,6,3,,1
531,MECANICA DEL MEDIO CONTINUO,8,4,,1
536,MECANICA DE FLUIDOS II,10,5,,1
547,MAQUINAS DESPLAMTO. POSITIVO,8,4,,1
549,MAQUINAS ELECTRICAS,10,5,,1
54,DIBUJO,6,3,,1
551,CONTROL AUTOMATICO,8,4,,1
558,MEDICION E INSTRUMENTACION,8,4,,1
560,METALOGENIA,9,4.5,,1
563,DISEÑO MECATRONICO,10,5,,1
572,AUTOMATIZACION INDUSTRIAL,8,4,,1
574,INTRODUC. SISTEMAS NO LINEALES,8,4,,1
575,ANALIS PROCESAM.INTELIGEN.DE TEXTOS,6,3,,1
576,PROCESAMIENTO DE SENALES,8,4,,1
577,INGENIERIA DE MATERIALES,10,5,,1
583,ELECTRONICA DIGITAL,8,4,,1
602,APRENDIZAJE,6,3,,1
605,TEMAS SELEC. DE PROGRAMACION,8,4,,1
606,ARQUITECTURAS CLIENTE SERVIDOR,6,3,,1
607,AUDIOMETRIA,6,3,,1
608,BASES DE DATOS AVANZADAS,6,3,,1
609,BASE DE DATOS DISTRIBUIDAS,6,3,,1
610,OBRAS HIDRAULICAS,9,4.5,,1
616,ACUSTICA Y OPTICA,9,4.5,,1
619,PLANEAC Y CONTROL D PRODUCC,10,5,,1
61,DIBUJO,6,3,,1
620,BASES DE DATOS ESPACIALES,6,3,,1
621,CIRCUITOS INTEGRADOS ANALOGICOS,11,5.5,,1
627,PLANTAS GENERADORAS,8,4,,1
628,PLANTAS TERMOELECTRICAS,8,4,,1
62,ALGEBRA LINEAL,9,4.5,,1
632,PROCESOS CORTE MATERIALES,10,5,,1
636,PROTECCION DE SISTS.ELECTRIC,10,5,,1
63,CALCULO VECTORIAL,9,4.5,,1
640,CODIFICACION DE AUDIO Y VIDEO,6,3,,1
642,PLANEACION,6,3,,1
65,ESTATICA,9,4.5,,1
663,PALEONTOLOGIA ESTRATIGRAFICA,9,4.5,,1
666,PERFORACION Y SONDEOS,6,3,,1
669,PROSPECCION MINERA,6,3,,1
66,CINEMATICA Y DINAMICA,9,4.5,,1
674,COMPUTO MOVIL,6,3,,1
675,COMPRESION DE DATOS,6,3,,1
676,COMPUTO DE ALTO DESEMPEÑO,6,3,,1
677,COMPUTACION GRAFICA AVANZADA,6,3,,1
678,CONTROL AUTOMATICO INDUSTRIAL,8,4,,1
681,CRIPTOGRAFIA,6,3,,1
682,DESARROLLO DE SOFTWARE SEGURO,6,3,,1
684,DEPOSITOS DE DATOS,6,3,,1
686,DISEÑO ASISTIDO POR COMPUTADORA,6,3,,1
687,DISEÑO INTERFASES PARA COMPUTADORS,6,3,,1
689,DISEÑO INTERFACES MULTIM. REAL. VIRT,6,3,,1
68,TERMODINAMICA,11,5.5,,1
692,FUNDAMENTOS DE INSTRUMENTAC. BIOMEDI,8,4,,1
693,INSTRUMENTACION VIRTUAL,8,4,,1
695,MINERIA DE DATOS,6,3,,1
699,PROCES.CORPUS TEXTUALES Y ORALES,6,3,,1
700,BIOMEMS Y DISPOSITIVOS LAB ON A CHIP,6,3,,1
712,PROBABILIDAD Y ESTADISTICA,9,4.5,,1
71,ELECTRICIDAD Y MAGNETISMO,11,5.5,,1
720,PROYECTOS MINERO METALURGICOS,9,4.5,,1
751,PROCESAMIENTO DEL LENGUAJE NATURAL,6,3,,1
752,PROCESAMIENTO DIGITAL DE VOZ,6,3,,1
753,PROCESAMIENTO DIGITAL DE IMAGENES,6,3,,1
754,PROCESAM.DIGIT.IMAGEN.MEDIC:IMAGEN,8,4,,1
755,PROYECTO DE INVESTIGACION,6,3,,1
756,ROBOTS MOVILES Y AGENTES INTELIGEN,6,3,,1
757,RECONOCIMIENTO DE PATRONES,6,3,,1
758,REDES INALAMBRICAS AVANZADAS,6,3,,1
762,RECURSOS Y NECESIDADES DE MEXICO,6,3,,1
767,MEMS PARA RADIOFRECUENCIA,6,3,,1
768,PROCESADORES MULTINUCLEO,8,4,,1
781,SISTEMAS DE TRANSPORTE,9,4.5,,1
818,SEGURIDAD INDUSTRIAL,6,3,,1
824,SEDIMENTOLOGIA,6,3,,1
832,SEGURIDAD E HIGIENE,6,3,,1
840,SISTEMAS OPERATIVOS,8,4,,1
859,TECNOLOGIA DE MATERIALES,10,5,,1
879,TEORIA ELECTROMAGNETICA,10,5,,1
880,SEGURIDAD INFORMATICA I,6,3,,1
892,TOPOGRAFIA DE MINAS,6,3,,1
900,TURBOMAQUINARIA,8,4,,1
901,TERMODINAMICA APLICADA,8,4,,1
914,VENTILACION,8,4,,1
915,VIBRACIONES MECANICAS,8,4,,1
916,SEGURIDAD INFORMATICA II,6,3,,1
917,SEMINARIO DE TITULACION,6,3,,1
918,SISTEMAS DIFUSOS,6,3,,1
919,SISTEMAS EMBEBIDOS,6,3,,1
920,YACIMIENTOS MINER.-MINERAGRA,9,4.5,,1
928,SISTEMAS EN TIEMPO REAL,6,3,,1
929,SISTEMAS EXPERTOS,6,3,,1
930,APLICACIONES OPTOELECT. EN MEDICINA,8,4,,1
934,ERGONOMIA,8,4,,1
936,INTRODUCCION A LA FISIOLOGIA,8,4,,1
937,INTRODUCCION A LA ANATOMIA,8,4,,1
942,TEMAS SELECTOS DE INGENIER. BIOMED.,8,4,,1
943,ADMINIST.CENTROS TECNOL.DE INFORMA,8,4,,1
944,COSTOS Y EVALUACION DE PROYECTOS,6,3,,1
945,CREATIVIDAD,6,3,,1
946,CALIDAD,6,3,,1
947,DESARROLLO EMPRESARIAL,6,3,,1
948,TEMAS SELECTOS,8,4,,1
949,INTRODUCCION A LA BIOFISICA,6,3,,1
950,INTRODUCCION AL ANALIS.ECON.EMPRES,6,3,,1
951,NEGOCIOS ELECTRONICOS,6,3,,1
952,OPTIMIZACION DE OPERACIONES,8,4,,1
953,REDACCION Y EXPOSIC.TEMAS DE INGEN,6,3,,1
954,ANTENAS EN ARREGLOS DE FASE,6,3,,1
955,SIST.Y EQUIP.BIOMEDICS.ELECTRONICS,6,3,,1
956,ASEGURAMIENTO DE FLUJO,8,4,,1
957,TELESALUD,6,3,,1
958,TEM.SEL.DE BASES DE DATOS,6,3,,1
959,TEM.SEL.DE GRAFICACION,6,3,,1
960,CARACTERIZ ESTATICA DINAMICA DE YNF,8,4,,1
961,TEM.SEL.DE INGENIERIA DE HARDWARE,6,3,,1
962,TEM. SEL. DE INGENIERIA DE SOFTWARE,6,3,,1
963,TEMAS SELECTOS DE NORMALIZACION,6,3,,1
964,TEMP. SEL. DE REDES Y SEGURIDAD,6,3,,1
965,TEM.SEL.DE SISTEMAS INTELIGENTES,6,3,,1
966,TEM.SEL.DE TECNOLOGIAS DEL LENGUAJE,6,3,,1
967,TRANSDUCTORES BIOMEDICOS,6,3,,1
968,VERIFICACION Y VALIDACION SOFTWARE,6,3,,1
969,PETROFISICA Y REGISTROS DE POZOS,9,4.5,,1
970,COMERCIALIZACION CRUDO Y GAS NATURAL,8,4,,1
971,DISEÑO DEL PRODUCTO,8,4,,1
972,DISEÑO Y MANUFACT. ASIST. COMPUTADOR,10,5,,1
974,FUNDAMENTOS DE INGENIERIA TEXTIL,6,3,,1
975,INGENIERIA AUTOMOTRIZ,10,5,,1
976,LOGISTICA,6,3,,1
977,FRACTURAMIENTO HIDRAULICO,8,4,,1
978,METROLOGIA APLIC MEDIC CAUDAL HIDROC,8,4,,1
979,METODOS GEOFICOS PARA PETROLEROS,8,4,,1
980,SISTEMAS DE PRODUCCION AVANZADOS,8,4,,1
981,TEM. SEL. PRODUCCION Y MANUFACTURA,6,3,,1
982,ANALISIS FINANCIERO,6,3,,1
983,DESARROLLO DE HABILIDADES DIRECTIVAS,6,3,,1
984,ENVASE Y EMBALAJE,6,3,,1
985,LEGISLACION INDUSTRIAL,6,3,,1
987,ORGANIZACION INDUSTRIAL,6,3,,1
988,REINGENIERIA DE SISTEMAS,6,3,,1
989,SISTEMAS DE COMERCIALIZACION,6,3,,1
990,TEM. SEL. DE LOGISTICA Y SISTEMAS,6,3,,1
991,ANALIS.POR ELEMENTOS FINITOS,8,4,,1
992,INGENIERIA DE DISEÑO,10,5,,1
993,TEM. SEL. DE DISEÑO I,8,4,,1
995,TEM. SEL. DE DISEÑO II,8,4,,1
997,DETERIORO DE MATERIALES,8,4,,1
999,INGENIERIA DE SUPERFICIES,8,4,,1
